,flo_in,sed_in
2014-04-03,121.,.514E+05
2014-04-04,.117E+04,.319E+06
2014-04-05,174.,.703E+05
2014-04-06,79.2,.331E+05
2014-04-07,24.5,.665E+04
2014-04-08,16.1,.256E+04
2014-04-09,13.9,.163E+04
2014-04-10,12.8,.136E+04
2014-04-11,12.7,.135E+04
2014-04-12,12.5,.130E+04
2014-04-13,12.4,.135E+04
2014-04-14,12.3,.135E+04
2014-04-15,12.0,.136E+04
2014-04-16,11.8,.129E+04
2014-04-17,11.9,.135E+04
2014-04-18,12.1,.151E+04
2014-04-19,11.9,.136E+04
2014-04-20,11.7,.137E+04
2014-04-21,17.3,.399E+04
2014-04-22,13.2,.210E+04
2014-04-23,11.5,.137E+04
2014-04-24,11.4,.137E+04
2014-04-25,11.2,.135E+04
2014-04-26,11.2,.135E+04
2014-04-27,11.1,.135E+04
2014-04-28,11.2,.135E+04
2014-04-29,11.4,.136E+04
2014-04-30,34.3,.128E+05
2014-05-01,33.3,.124E+05
2014-05-02,11.1,.135E+04
2014-05-03,11.0,.130E+04
2014-05-04,11.1,.135E+04
2014-05-05,12.4,.182E+04
2014-05-06,30.0,.106E+05
2014-05-07,11.1,.135E+04
2014-05-08,11.0,.136E+04
2014-05-09,17.4,.427E+04
2014-05-10,10.9,.120E+04
2014-05-11,10.9,.120E+04
2014-05-12,11.0,.120E+04
2014-05-13,25.8,.850E+04
2014-05-14,10.8,.112E+04
2014-05-15,12.0,.154E+04
2014-05-16,10.8,.113E+04
2014-05-17,10.8,.113E+04
2014-05-18,10.8,.113E+04
2014-05-19,10.9,.113E+04
2014-05-20,10.8,.113E+04
2014-05-21,187.,.760E+05
2014-05-22,16.1,.335E+04
2014-05-23,11.5,.128E+04
2014-05-24,10.8,.111E+04
2014-05-25,10.8,.111E+04
2014-05-26,16.4,.354E+04
2014-05-27,146.,.614E+05
2014-05-28,12.4,.161E+04
2014-05-29,10.8,957.
2014-05-30,10.6,889.
2014-05-31,10.6,889.
2014-06-01,10.6,892.
2014-06-02,10.8,.102E+04
2014-06-03,10.8,.102E+04
2014-06-04,10.7,957.
2014-06-05,15.7,.317E+04
2014-06-06,401.,.141E+06
2014-06-07,184.,.746E+05
2014-06-08,55.2,.226E+05
2014-06-09,12.2,.150E+04
2014-06-10,11.3,.104E+04
2014-06-11,58.2,.241E+05
2014-06-12,98.0,.422E+05
2014-06-13,18.9,.432E+04
2014-06-14,11.3,.110E+04
2014-06-15,11.1,952.
2014-06-16,11.1,961.
2014-06-17,11.2,.107E+04
2014-06-18,11.4,.110E+04
2014-06-19,11.3,.111E+04
2014-06-20,11.4,.110E+04
2014-06-21,11.5,.112E+04
2014-06-22,30.6,.106E+05
2014-06-23,11.6,.112E+04
2014-06-24,480.,.160E+06
2014-06-25,743.,.221E+06
2014-06-26,102.,.439E+05
2014-06-27,30.1,.977E+04
2014-06-28,29.7,.970E+04
2014-06-29,215.,.847E+05
2014-06-30,34.5,.119E+05
2014-07-01,956.,.259E+06
2014-07-02,128.,.545E+05
2014-07-03,36.5,.128E+05
2014-07-04,331.,.121E+06
2014-07-05,46.0,.176E+05
2014-07-06,18.8,.421E+04
2014-07-07,30.8,.998E+04
2014-07-08,13.9,.195E+04
2014-07-09,28.1,.889E+04
2014-07-10,13.2,.161E+04
2014-07-11,86.2,.363E+05
2014-07-12,17.7,.362E+04
2014-07-13,13.8,.190E+04
2014-07-14,13.3,.165E+04
2014-07-15,13.2,.162E+04
2014-07-16,13.2,.171E+04
2014-07-17,23.4,.665E+04
2014-07-18,82.7,.348E+05
2014-07-19,42.8,.161E+05
2014-07-20,14.1,.194E+04
2014-07-21,13.7,.189E+04
2014-07-22,13.5,.174E+04
2014-07-23,13.6,.174E+04
2014-07-24,13.6,.174E+04
2014-07-25,13.5,.174E+04
2014-07-26,13.6,.174E+04
2014-07-27,13.7,.174E+04
2014-07-28,13.6,.174E+04
2014-07-29,13.6,.174E+04
2014-07-30,13.3,.161E+04
2014-07-31,13.0,.144E+04
2014-08-01,12.7,.125E+04
2014-08-02,12.3,.111E+04
2014-08-03,12.2,.108E+04
2014-08-04,12.0,866.
2014-08-05,6.21,7.15
2014-08-06,6.15,6.81
2014-08-07,6.22,7.49
2014-08-08,6.89,13.5
2014-08-09,6.70,12.7
2014-08-10,641.,.199E+06
2014-08-11,49.3,.183E+05
2014-08-12,25.1,.576E+04
2014-08-13,8.39,31.7
2014-08-14,9.36,43.9
2014-08-15,7.29,21.1
2014-08-16,15.2,.147E+04
2014-08-17,7.69,27.5
2014-08-18,7.21,22.0
2014-08-19,7.20,23.9
2014-08-20,5.82,5.03
2014-08-21,5.76,4.87
2014-08-22,5.81,6.82
2014-08-23,3.01,5.29
2014-08-24,2.98,5.76
2014-08-25,25.0,.769E+04
2014-08-26,63.2,.267E+05
2014-08-27,11.6,.123E+04
2014-08-28,58.1,.243E+05
2014-08-29,4.70,25.1
2014-08-30,52.2,.217E+05
2014-08-31,3.13,19.6
2014-09-01,59.7,.255E+05
2014-09-02,3.55,24.1
2014-09-03,3.68,26.0
2014-09-04,3.76,25.9
2014-09-05,3.90,27.2
2014-09-06,4.14,30.9
2014-09-07,41.0,.163E+05
2014-09-08,4.55,35.0
2014-09-09,4.82,37.6
2014-09-10,4.85,37.7
2014-09-11,67.2,.287E+05
2014-09-12,5.23,41.6
2014-09-13,5.47,43.9
2014-09-14,5.62,45.5
2014-09-15,5.72,47.6
2014-09-16,5.75,46.5
2014-09-17,7.87,279.
2014-09-18,6.15,59.2
2014-09-19,6.24,60.3
2014-09-20,6.51,62.5
2014-09-21,6.53,62.5
2014-09-22,6.67,74.2
2014-09-23,6.76,74.3
2014-09-24,6.92,110.
2014-09-25,9.56,674.
2014-09-26,7.23,137.
2014-09-27,7.37,127.
2014-09-28,7.47,127.
2014-09-29,7.55,128.
2014-09-30,7.59,128.
2014-10-01,7.92,199.
2014-10-02,8.26,303.
2014-10-03,7.82,196.
2014-10-04,8.12,225.
2014-10-05,544.,.175E+06
2014-10-06,810.,.234E+06
2014-10-07,126.,.536E+05
2014-10-08,19.1,.430E+04
2014-10-09,11.1,900.
2014-10-10,9.31,361.
2014-10-11,9.09,339.
2014-10-12,9.12,338.
2014-10-13,30.9,.106E+05
2014-10-14,24.8,.761E+04
2014-10-15,14.7,.250E+04
2014-10-16,9.74,492.
2014-10-17,9.60,503.
2014-10-18,9.76,523.
2014-10-19,9.83,564.
2014-10-20,10.0,561.
2014-10-21,10.3,660.
2014-10-22,106.,.450E+05
2014-10-23,27.1,.799E+04
2014-10-24,11.4,963.
2014-10-25,10.7,749.
2014-10-26,10.7,756.
2014-10-27,14.6,.228E+04
2014-10-28,10.9,746.
2014-10-29,11.0,847.
2014-10-30,11.1,899.
2014-10-31,11.3,972.
2014-11-01,28.8,.935E+04
2014-11-02,11.6,990.
2014-11-03,11.5,964.
2014-11-04,11.6,998.
2014-11-05,11.7,989.
2014-11-06,13.1,.167E+04
2014-11-07,11.9,.121E+04
2014-11-08,11.9,.121E+04
2014-11-09,12.2,.124E+04
2014-11-10,12.0,.120E+04
2014-11-11,12.1,.124E+04
2014-11-12,18.1,.392E+04
2014-11-13,12.2,.124E+04
2014-11-14,12.3,.124E+04
2014-11-15,12.3,.124E+04
2014-11-16,12.4,.132E+04
2014-11-17,12.4,.132E+04
2014-11-18,12.4,.131E+04
2014-11-19,12.5,.131E+04
2014-11-20,16.6,.313E+04
2014-11-21,12.5,.131E+04
2014-11-22,12.5,.131E+04
2014-11-23,12.6,.131E+04
2014-11-24,12.6,.131E+04
2014-11-25,104.,.439E+05
2014-11-26,446.,.151E+06
2014-11-27,152.,.620E+05
2014-11-28,17.9,.364E+04
2014-11-29,106.,.448E+05
2014-11-30,23.4,.612E+04
2014-12-01,199.,.792E+05
2014-12-02,34.5,.116E+05
2014-12-03,17.7,.352E+04
2014-12-04,57.8,.230E+05
2014-12-05,17.9,.363E+04
2014-12-06,14.3,.196E+04
2014-12-07,13.6,.176E+04
2014-12-08,13.5,.169E+04
2014-12-09,13.5,.169E+04
2014-12-10,13.6,.176E+04
2014-12-11,16.3,.292E+04
2014-12-12,14.0,.188E+04
2014-12-13,13.7,.185E+04
2014-12-14,13.8,.184E+04
2014-12-15,13.8,.185E+04
2014-12-16,66.6,.273E+05
2014-12-17,14.8,.220E+04
2014-12-18,14.1,.189E+04
2014-12-19,14.1,.191E+04
2014-12-20,130.,.549E+05
2014-12-21,21.8,.541E+04
2014-12-22,15.4,.249E+04
2014-12-23,14.4,.207E+04
2014-12-24,14.4,.199E+04
2014-12-25,14.4,.199E+04
2014-12-26,14.4,.213E+04
2014-12-27,14.4,.213E+04
2014-12-28,14.5,.214E+04
2014-12-29,129.,.542E+05
2014-12-30,22.1,.560E+04
2014-12-31,15.5,.249E+04
2015-01-01,14.8,.218E+04
2015-01-02,14.7,.218E+04
2015-01-03,14.7,.218E+04
2015-01-04,14.7,.218E+04
2015-01-05,14.7,.218E+04
2015-01-06,15.5,.252E+04
2015-01-07,14.8,.219E+04
2015-01-08,14.8,.219E+04
2015-01-09,14.8,.219E+04
2015-01-10,14.9,.222E+04
2015-01-11,15.0,.222E+04
2015-01-12,14.9,.223E+04
2015-01-13,14.9,.222E+04
2015-01-14,14.9,.222E+04
2015-01-15,140.,.582E+05
2015-01-16,19.5,.429E+04
2015-01-17,15.4,.249E+04
2015-01-18,15.1,.222E+04
2015-01-19,15.0,.222E+04
2015-01-20,15.0,.229E+04
2015-01-21,27.4,.841E+04
2015-01-22,35.9,.125E+05
2015-01-23,116.,.488E+05
2015-01-24,26.2,.756E+04
2015-01-25,17.7,.338E+04
2015-01-26,15.8,.259E+04
2015-01-27,256.,.972E+05
2015-01-28,184.,.740E+05
2015-01-29,40.2,.142E+05
2015-01-30,255.,.961E+05
2015-01-31,43.3,.158E+05
2015-02-01,21.5,.512E+04
2015-02-02,17.0,.314E+04
2015-02-03,15.8,.257E+04
2015-02-04,15.5,.248E+04
2015-02-05,62.8,.252E+05
2015-02-06,17.9,.357E+04
2015-02-07,15.7,.250E+04
2015-02-08,62.8,.251E+05
2015-02-09,18.4,.373E+04
2015-02-10,15.8,.257E+04
2015-02-11,15.5,.248E+04
2015-02-12,15.4,.248E+04
2015-02-13,15.4,.248E+04
2015-02-14,15.4,.248E+04
2015-02-15,15.4,.248E+04
2015-02-16,15.4,.248E+04
2015-02-17,15.5,.250E+04
2015-02-18,69.3,.282E+05
2015-02-19,15.8,.252E+04
2015-02-20,15.5,.248E+04
2015-02-21,15.5,.248E+04
2015-02-22,15.4,.248E+04
2015-02-23,36.1,.126E+05
2015-02-24,15.4,.248E+04
2015-02-25,15.4,.248E+04
2015-02-26,62.3,.247E+05
2015-02-27,16.2,.271E+04
2015-02-28,15.5,.248E+04
2015-03-01,113.,.476E+05
2015-03-02,21.4,.510E+04
2015-03-03,16.5,.283E+04
2015-03-04,56.6,.222E+05
2015-03-05,18.2,.364E+04
2015-03-06,16.0,.272E+04
2015-03-07,16.2,.280E+04
2015-03-08,23.5,.643E+04
2015-03-09,485.,.162E+06
2015-03-10,156.,.633E+05
2015-03-11,36.1,.122E+05
2015-03-12,19.7,.428E+04
2015-03-13,16.7,.294E+04
2015-03-14,15.8,.258E+04
2015-03-15,15.6,.249E+04
2015-03-16,15.4,.232E+04
2015-03-17,15.3,.227E+04
2015-03-18,15.4,.239E+04
2015-03-19,41.8,.154E+05
2015-03-20,15.5,.247E+04
2015-03-21,15.5,.239E+04
2015-03-22,15.0,.216E+04
2015-03-23,14.9,.211E+04
2015-03-24,14.4,.184E+04
2015-03-25,14.1,.154E+04
2015-03-26,13.8,.149E+04
2015-03-27,13.5,.128E+04
2015-03-28,13.3,.121E+04
2015-03-29,13.1,.104E+04
2015-03-30,12.9,.103E+04
2015-03-31,12.7,883.
2015-04-01,14.0,.136E+04
2015-04-02,12.7,951.
2015-04-03,12.4,726.
2015-04-04,12.2,731.
2015-04-05,13.2,.101E+04
2015-04-06,11.8,533.
2015-04-07,12.8,799.
2015-04-08,46.1,.170E+05
2015-04-09,11.3,434.
2015-04-10,50.9,.194E+05
2015-04-11,47.1,.177E+05
2015-04-12,10.6,321.
2015-04-13,104.,.437E+05
2015-04-14,121.,.509E+05
2015-04-15,23.3,.552E+04
2015-04-16,10.2,206.
2015-04-17,138.,.579E+05
2015-04-18,20.3,.411E+04
2015-04-19,11.4,474.
2015-04-20,10.9,426.
2015-04-21,9.62,183.
2015-04-22,10.9,425.
2015-04-23,9.63,216.
2015-04-24,9.53,184.
2015-04-25,9.68,205.
2015-04-26,9.55,205.
2015-04-27,9.50,235.
2015-04-28,9.48,235.
2015-04-29,9.63,287.
2015-04-30,9.62,281.
2015-05-01,9.57,281.
2015-05-02,9.74,351.
2015-05-03,9.63,354.
2015-05-04,9.67,364.
2015-05-05,12.8,.141E+04
2015-05-06,9.74,374.
2015-05-07,9.77,374.
2015-05-08,9.90,429.
2015-05-09,10.0,485.
2015-05-10,9.78,430.
2015-05-11,9.86,475.
2015-05-12,41.8,.156E+05
2015-05-13,11.5,918.
2015-05-14,9.84,474.
2015-05-15,10.1,545.
2015-05-16,13.3,.170E+04
2015-05-17,9.93,489.
2015-05-18,11.5,.105E+04
2015-05-19,124.,.526E+05
2015-05-20,10.7,751.
2015-05-21,38.4,.144E+05
2015-05-22,9.32,535.
2015-05-23,9.34,488.
2015-05-24,9.48,531.
2015-05-25,9.65,523.
2015-05-26,9.60,530.
2015-05-27,9.61,529.
2015-05-28,9.80,584.
2015-05-29,34.4,.123E+05
2015-05-30,9.80,521.
2015-05-31,9.74,529.
2015-06-01,9.86,521.
2015-06-02,9.64,528.
2015-06-03,37.7,.138E+05
2015-06-04,9.74,528.
2015-06-05,74.9,.314E+05
2015-06-06,80.7,.339E+05
2015-06-07,9.98,527.
2015-06-08,10.0,527.
2015-06-09,140.,.587E+05
2015-06-10,12.6,.145E+04
2015-06-11,10.3,519.
2015-06-12,18.2,.396E+04
2015-06-13,10.1,526.
2015-06-14,10.3,582.
2015-06-15,10.1,526.
2015-06-16,10.4,579.
2015-06-17,10.5,708.
2015-06-18,10.4,582.
2015-06-19,24.1,.682E+04
2015-06-20,10.3,519.
2015-06-21,10.7,713.
2015-06-22,10.3,526.
2015-06-23,15.9,.284E+04
2015-06-24,10.3,519.
2015-06-25,10.3,526.
2015-06-26,12.7,.144E+04
2015-06-27,29.5,.961E+04
2015-06-28,11.9,.110E+04
2015-06-29,10.4,518.
2015-06-30,10.4,526.
2015-07-01,47.6,.184E+05
2015-07-02,10.5,581.
2015-07-03,198.,.791E+05
2015-07-04,53.6,.212E+05
2015-07-05,102.,.431E+05
2015-07-06,51.3,.201E+05
2015-07-07,10.7,579.
2015-07-08,21.7,.555E+04
2015-07-09,13.5,.164E+04
2015-07-10,10.6,523.
2015-07-11,10.5,523.
2015-07-12,10.6,578.
2015-07-13,4.63,2.24
2015-07-14,5.00,3.76
2015-07-15,5.30,6.34
2015-07-16,11.4,330.
2015-07-17,7.42,29.2
2015-07-18,6.80,23.5
2015-07-19,6.31,19.1
2015-07-20,6.62,23.3
2015-07-21,6.75,26.2
2015-07-22,6.95,29.2
2015-07-23,4.69,31.7
2015-07-24,202.,.810E+05
2015-07-25,11.5,.100E+04
2015-07-26,5.85,41.5
2015-07-27,5.83,42.4
2015-07-28,6.09,45.1
2015-07-29,6.37,48.3
2015-07-30,6.55,49.6
2015-07-31,6.29,45.8
2015-08-01,6.28,43.9
2015-08-02,6.28,41.7
2015-08-03,6.20,40.0
2015-08-04,6.20,40.1
2015-08-05,6.17,38.7
2015-08-06,6.18,36.1
2015-08-07,6.29,37.1
2015-08-08,6.48,39.0
2015-08-09,6.36,36.3
2015-08-10,6.24,34.9
2015-08-11,6.10,33.4
2015-08-12,35.4,.121E+05
2015-08-13,7.25,40.7
2015-08-14,15.6,.230E+04
2015-08-15,4.56,11.3
2015-08-16,5.97,28.9
2015-08-17,25.1,.682E+04
2015-08-18,4.59,13.2
2015-08-19,4.57,13.4
2015-08-20,23.8,.636E+04
2015-08-21,4.70,15.1
2015-08-22,4.41,13.3
2015-08-23,4.67,15.9
2015-08-24,4.57,15.8
2015-08-25,4.62,18.2
2015-08-26,70.9,.295E+05
2015-08-27,4.80,20.1
2015-08-28,39.4,.144E+05
2015-08-29,37.6,.135E+05
2015-08-30,7.60,87.4
2015-08-31,4.94,21.4
2015-09-01,4.86,22.6
2015-09-02,4.80,21.6
2015-09-03,4.79,21.7
2015-09-04,5.14,26.1
2015-09-05,4.77,21.7
2015-09-06,43.2,.165E+05
2015-09-07,83.7,.354E+05
2015-09-08,66.9,.279E+05
2015-09-09,68.3,.285E+05
2015-09-10,6.02,36.6
2015-09-11,29.1,.938E+04
2015-09-12,5.10,26.3
2015-09-13,5.11,26.4
2015-09-14,5.23,28.2
2015-09-15,5.25,28.5
2015-09-16,5.45,30.3
2015-09-17,990.,.267E+06
2015-09-18,133.,.561E+05
2015-09-19,19.2,.396E+04
2015-09-20,8.79,154.
2015-09-21,6.56,42.2
2015-09-22,6.02,36.2
2015-09-23,6.01,37.4
2015-09-24,6.30,39.9
2015-09-25,56.2,.226E+05
2015-09-26,11.6,907.
2015-09-27,32.3,.109E+05
2015-09-28,6.61,44.2
2015-09-29,6.73,44.7
2015-09-30,6.87,46.8
2015-10-01,31.0,.101E+05
2015-10-02,68.6,.285E+05
2015-10-03,7.28,58.7
2015-10-04,7.46,56.3
2015-10-05,7.63,58.4
2015-10-06,7.73,58.7
2015-10-07,7.89,97.7
2015-10-08,7.89,98.0
2015-10-09,8.00,88.7
2015-10-10,8.18,100.
2015-10-11,17.4,.341E+04
2015-10-12,8.43,113.
2015-10-13,8.47,113.
2015-10-14,8.61,155.
2015-10-15,8.71,182.
2015-10-16,9.88,403.
2015-10-17,16.9,.315E+04
2015-10-18,9.03,194.
2015-10-19,9.05,194.
2015-10-20,9.14,244.
2015-10-21,9.29,277.
2015-10-22,9.33,306.
2015-10-23,9.45,307.
2015-10-24,9.42,307.
2015-10-25,9.52,307.
2015-10-26,9.56,307.
2015-10-27,9.56,307.
2015-10-28,9.69,307.
2015-10-29,9.82,376.
2015-10-30,9.80,320.
2015-10-31,9.91,405.
2015-11-01,9.89,409.
2015-11-02,74.6,.307E+05
2015-11-03,53.6,.211E+05
2015-11-04,10.1,408.
2015-11-05,10.0,408.
2015-11-06,10.1,454.
2015-11-07,10.2,446.
2015-11-08,91.3,.385E+05
2015-11-09,11.2,772.
2015-11-10,22.9,.606E+04
2015-11-11,10.4,450.
2015-11-12,10.4,461.
2015-11-13,10.4,461.
2015-11-14,91.5,.385E+05
2015-11-15,33.1,.111E+05
2015-11-16,10.5,502.
2015-11-17,12.3,.107E+04
2015-11-18,67.1,.273E+05
2015-11-19,35.2,.122E+05
2015-11-20,11.0,645.
2015-11-21,10.8,616.
2015-11-22,11.0,645.
2015-11-23,23.6,.637E+04
2015-11-24,11.9,900.
2015-11-25,32.2,.106E+05
2015-11-26,150.,.622E+05
2015-11-27,27.0,.736E+04
2015-11-28,14.9,.209E+04
2015-11-29,12.6,.117E+04
2015-11-30,11.9,902.
2015-12-01,11.7,858.
2015-12-02,11.8,903.
2015-12-03,31.2,.102E+05
2015-12-04,12.0,899.
2015-12-05,12.0,893.
2015-12-06,12.1,923.
2015-12-07,12.2,.102E+04
2015-12-08,12.3,.113E+04
2015-12-09,12.3,.113E+04
2015-12-10,12.3,.113E+04
2015-12-11,54.1,.212E+05
2015-12-12,12.6,.113E+04
2015-12-13,12.8,.118E+04
2015-12-14,12.8,.119E+04
2015-12-15,12.8,.119E+04
2015-12-16,12.8,.119E+04
2015-12-17,12.9,.124E+04
2015-12-18,12.9,.130E+04
2015-12-19,13.0,.138E+04
2015-12-20,13.0,.138E+04
2015-12-21,13.1,.138E+04
2015-12-22,13.1,.139E+04
2015-12-23,14.9,.212E+04
2015-12-24,29.0,.905E+04
2015-12-25,13.4,.145E+04
2015-12-26,13.3,.145E+04
2015-12-27,13.3,.145E+04
2015-12-28,13.4,.144E+04
2015-12-29,13.4,.144E+04
2015-12-30,13.4,.144E+04
2015-12-31,13.4,.150E+04
2016-01-01,13.5,.149E+04
2016-01-02,13.5,.149E+04
2016-01-03,13.4,.149E+04
2016-01-04,13.5,.149E+04
2016-01-05,13.5,.149E+04
2016-01-06,13.5,.150E+04
2016-01-07,13.5,.149E+04
2016-01-08,13.5,.149E+04
2016-01-09,13.5,.149E+04
2016-01-10,13.5,.149E+04
2016-01-11,13.5,.149E+04
2016-01-12,13.5,.149E+04
2016-01-13,13.5,.150E+04
2016-01-14,13.4,.144E+04
2016-01-15,13.5,.144E+04
2016-01-16,13.4,.144E+04
2016-01-17,13.4,.144E+04
2016-01-18,401.,.139E+06
2016-01-19,34.7,.114E+05
2016-01-20,16.8,.282E+04
2016-01-21,14.0,.168E+04
2016-01-22,13.5,.144E+04
2016-01-23,13.6,.143E+04
2016-01-24,15.2,.219E+04
2016-01-25,13.4,.144E+04
2016-01-26,13.4,.144E+04
2016-01-27,13.3,.142E+04
2016-01-28,13.3,.143E+04
2016-01-29,64.1,.257E+05
2016-01-30,44.7,.165E+05
2016-01-31,13.4,.144E+04
2016-02-01,13.6,.143E+04
2016-02-02,13.4,.144E+04
2016-02-03,13.4,.144E+04
2016-02-04,13.4,.144E+04
2016-02-05,13.4,.144E+04
2016-02-06,13.4,.143E+04
2016-02-07,13.4,.143E+04
2016-02-08,13.4,.143E+04
2016-02-09,13.4,.144E+04
2016-02-10,13.4,.143E+04
2016-02-11,13.4,.144E+04
2016-02-12,13.4,.143E+04
2016-02-13,13.3,.144E+04
2016-02-14,15.7,.241E+04
2016-02-15,17.2,.307E+04
2016-02-16,13.4,.144E+04
2016-02-17,13.3,.144E+04
2016-02-18,13.3,.144E+04
2016-02-19,13.2,.142E+04
2016-02-20,73.9,.301E+05
2016-02-21,13.3,.142E+04
2016-02-22,14.2,.169E+04
2016-02-23,17.3,.307E+04
2016-02-24,13.4,.144E+04
2016-02-25,13.4,.144E+04
2016-02-26,13.3,.142E+04
2016-02-27,13.2,.142E+04
2016-02-28,13.2,.142E+04
2016-02-29,13.5,.143E+04
2016-03-01,13.2,.142E+04
2016-03-02,13.1,.138E+04
2016-03-03,12.7,.117E+04
2016-03-04,12.5,.107E+04
2016-03-05,12.3,891.
2016-03-06,11.9,680.
2016-03-07,38.1,.131E+05
2016-03-08,11.6,558.
2016-03-09,69.4,.281E+05
2016-03-10,11.5,611.
2016-03-11,11.3,441.
2016-03-12,11.1,447.
2016-03-13,11.0,364.
2016-03-14,89.3,.366E+05
2016-03-15,16.4,.227E+04
2016-03-16,10.6,231.
2016-03-17,10.3,187.
2016-03-18,10.1,172.
2016-03-19,36.0,.119E+05
2016-03-20,10.2,181.
2016-03-21,10.1,151.
2016-03-22,9.86,109.
2016-03-23,9.74,109.
2016-03-24,9.86,180.
2016-03-25,9.42,89.6
2016-03-26,9.27,89.6
2016-03-27,9.13,96.3
2016-03-28,9.03,96.2
2016-03-29,8.93,98.4
2016-03-30,8.78,85.2
2016-03-31,8.66,85.1
2016-04-01,8.58,84.8
2016-04-02,8.53,99.6
2016-04-03,8.34,95.1
2016-04-04,48.1,.182E+05
2016-04-05,8.41,98.0
2016-04-06,8.14,64.8
2016-04-07,88.9,.377E+05
2016-04-08,7.97,95.4
2016-04-09,7.75,95.6
2016-04-10,7.75,82.2
2016-04-11,7.91,113.
2016-04-12,7.52,107.
2016-04-13,7.94,165.
2016-04-14,103.,.438E+05
2016-04-15,7.75,108.
2016-04-16,7.67,108.
2016-04-17,12.6,.153E+04
2016-04-18,7.85,144.
2016-04-19,8.73,269.
2016-04-20,8.02,199.
2016-04-21,31.0,.105E+05
2016-04-22,8.47,265.
2016-04-23,8.15,200.
2016-04-24,22.3,.604E+04
2016-04-25,8.29,189.
2016-04-26,8.21,170.
2016-04-27,8.57,227.
2016-04-28,73.3,.304E+05
2016-04-29,8.58,183.
2016-04-30,8.59,212.
2016-05-01,8.70,265.
2016-05-02,8.80,258.
2016-05-03,8.66,212.
2016-05-04,18.5,.400E+04
2016-05-05,8.75,216.
2016-05-06,9.02,297.
2016-05-07,8.98,259.
2016-05-08,8.90,265.
2016-05-09,13.8,.195E+04
2016-05-10,67.2,.276E+05
2016-05-11,22.9,.624E+04
2016-05-12,9.20,258.
2016-05-13,9.21,258.
2016-05-14,9.45,340.
2016-05-15,9.48,340.
2016-05-16,9.34,328.
2016-05-17,115.,.482E+05
2016-05-18,10.8,622.
2016-05-19,9.61,338.
2016-05-20,9.73,399.
2016-05-21,9.61,345.
2016-05-22,9.50,325.
2016-05-23,9.38,294.
2016-05-24,9.46,292.
2016-05-25,9.68,347.
2016-05-26,9.67,347.
2016-05-27,48.0,.183E+05
2016-05-28,9.72,347.
2016-05-29,9.64,343.
2016-05-30,16.8,.312E+04
2016-05-31,12.3,.116E+04
2016-06-01,9.82,347.
2016-06-02,9.71,348.
2016-06-03,9.74,347.
2016-06-04,9.69,348.
2016-06-05,9.85,347.
2016-06-06,10.0,444.
2016-06-07,9.96,399.
2016-06-08,9.82,347.
2016-06-09,22.3,.563E+04
2016-06-10,9.82,347.
2016-06-11,9.62,291.
2016-06-12,9.70,343.
2016-06-13,517.,.168E+06
2016-06-14,41.3,.147E+05
2016-06-15,15.7,.230E+04
2016-06-16,11.0,629.
2016-06-17,17.8,.340E+04
2016-06-18,9.61,262.
2016-06-19,9.67,263.
2016-06-20,9.65,256.
2016-06-21,9.78,301.
2016-06-22,7.47,311.
2016-06-23,20.1,.562E+04
2016-06-24,12.7,.214E+04
2016-06-25,12.6,.196E+04
2016-06-26,7.59,254.
2016-06-27,7.66,254.
2016-06-28,83.2,.346E+05
2016-06-29,3.23,1.28
2016-06-30,3.25,1.95
2016-07-01,3.28,2.19
2016-07-02,3.33,2.22
2016-07-03,3.31,2.24
2016-07-04,3.87,5.61
2016-07-05,3.90,5.56
2016-07-06,3.72,4.21
2016-07-07,3.52,2.35
2016-07-08,3.77,4.22
2016-07-09,6.44,33.2
2016-07-10,3.62,2.43
2016-07-11,2.51,.287
2016-07-12,2.62,.313
2016-07-13,2.98,.380
2016-07-14,94.9,.398E+05
2016-07-15,3.75,.994
2016-07-16,2.68,.244
2016-07-17,2.67,.221
2016-07-18,2.66,.214
2016-07-19,2.64,.194
2016-07-20,2.73,.252
2016-07-21,10.7,476.
2016-07-22,2.87,.505
2016-07-23,2.74,.469
2016-07-24,2.72,.458
2016-07-25,2.81,.960
2016-07-26,2.94,1.16
2016-07-27,3.22,2.75
2016-07-28,2.85,1.29
2016-07-29,2.86,1.74
2016-07-30,2.88,1.74
2016-07-31,6.81,41.4
2016-08-01,13.9,.162E+04
2016-08-02,5.66,28.8
2016-08-03,71.8,.299E+05
2016-08-04,3.17,4.18
2016-08-05,3.12,3.92
2016-08-06,3.17,4.16
2016-08-07,3.26,5.03
2016-08-08,3.50,6.88
2016-08-09,3.12,4.97
2016-08-10,3.36,7.08
2016-08-11,3.45,7.05
2016-08-12,3.37,7.02
2016-08-13,3.36,7.02
2016-08-14,3.41,7.02
2016-08-15,3.31,6.99
2016-08-16,135.,.566E+05
2016-08-17,541.,.173E+06
2016-08-18,310.,.115E+06
2016-08-19,19.4,.382E+04
2016-08-20,35.6,.123E+05
2016-08-21,3.96,11.0
2016-08-22,238.,.919E+05
2016-08-23,108.,.454E+05
2016-08-24,4.99,21.9
2016-08-25,3.89,11.1
2016-08-26,3.85,12.2
2016-08-27,4.36,17.3
2016-08-28,6.06,35.2
2016-08-29,4.33,17.4
2016-08-30,72.9,.301E+05
2016-08-31,4.40,16.7
2016-09-01,4.45,16.7
2016-09-02,4.64,20.0
2016-09-03,4.79,21.3
2016-09-04,5.14,24.7
