,降水量,気温.1,気温.2,風向・風速,日照 時間 (h,day,mean
2011-03-09,0.0,9.6,-1.9,2.0,6.5,3.4261,2.1064
2011-03-10,0.0,8.6,-4.2,1.3,7.7,3.575,1.8425
2011-03-11,0.0,10.4,-4.1,1.9,8.4,2.0083,1.4094
2011-03-12,0.0,10.1,-4.7,1.3,10.7,0.0,1.2097
2011-03-13,0.0,17.7,-0.9,1.1,10.6,0.6292,1.8146
2011-03-14,0.0,19.9,-0.4,1.7,7.1,3.0,3.0
2011-03-15,0.0,11.1,6.8,2.8,0.4,,
2011-03-16,1.0,11.8,-1.8,2.8,5.4,,
2011-03-17,0.0,8.1,-3.5,1.9,8.4,,
2011-03-18,0.0,10.3,-5.6,1.7,11.2,,
2011-03-19,0.0,18.6,0.7,1.5,7.9,,
2011-03-20,0.0,14.5,1.2,1.8,5.7,,
2011-03-21,30.0,9.7,6.3,2.5,0.0,,
2011-03-22,14.5,7.0,4.5,1.4,0.0,,
2011-03-23,0.5,9.0,0.3,2.2,4.3,,
2011-03-24,0.0,7.3,-2.0,1.3,5.4,,
2011-03-25,2.5,12.0,-3.7,1.8,8.5,,
2011-03-26,1.0,11.8,-1.0,2.6,6.1,,
2011-03-27,0.0,10.5,-3.4,1.6,9.6,,
2011-03-28,0.0,10.9,-0.3,1.7,9.5,,
2011-03-29,0.0,16.5,-2.2,1.3,11.4,,
2011-03-30,0.0,15.2,1.0,2.1,11.0,,
2011-03-31,2.0,14.2,2.2,1.8,7.7,,
2011-04-01,0.0,14.7,-1.6,2.0,11.4,,
2011-04-02,0.0,18.3,1.9,1.9,4.5,,
2011-04-03,0.0,9.4,1.7,1.5,0.0,,
2011-04-04,0.0,12.3,-0.3,2.2,9.2,,
2011-04-05,0.0,15.0,-3.6,1.5,11.8,,
2011-04-06,0.0,20.3,-1.7,1.6,11.8,,
2011-04-07,0.0,20.8,4.5,3.0,6.6,,
2011-04-08,0.0,20.0,13.6,6.5,4.7,,
2011-04-09,17.5,17.2,9.4,2.9,0.0,,
2011-04-10,0.0,15.5,7.0,2.4,7.8,,
2011-04-11,7.0,17.9,4.0,2.1,5.8,,
2011-04-12,0.0,14.9,2.5,2.4,11.5,,
2011-04-13,0.0,21.3,-0.1,2.4,11.9,,
2011-04-14,0.0,22.0,3.1,1.8,11.9,,
2011-04-15,0.0,23.1,6.3,4.4,8.4,,
2011-04-16,0.0,26.1,9.0,4.0,7.5,,
2011-04-17,0.0,16.1,2.7,1.8,10.8,,
2011-04-18,0.0,15.4,5.5,2.4,7.9,,
2011-04-19,77.5,14.1,2.8,3.1,2.2,,5.6286
2011-04-20,0.0,13.5,1.2,2.4,7.8,,5.7414
2011-04-21,0.0,12.8,6.8,1.5,0.4,,5.5762
2011-04-22,0.0,20.8,10.6,2.0,2.5,,5.3207
2011-04-23,10.5,18.3,12.3,5.0,0.0,,5.2107
2011-04-24,18.5,17.1,8.2,3.1,9.1,,5.4326
2011-04-25,1.0,19.4,4.6,1.7,10.0,,6.0803
2011-04-26,0.0,20.0,3.2,2.2,8.7,5.6286,6.563
2011-04-27,0.0,25.7,11.1,5.0,8.5,5.8542,7.1021
2011-04-28,4.0,23.4,9.1,3.7,4.8,5.2458,7.6104
2011-04-29,5.5,17.0,7.7,1.7,5.5,4.5542,8.1938
2011-04-30,0.0,21.4,5.5,3.4,6.7,4.7708,8.8651
2011-05-01,1.5,22.1,14.8,5.2,1.2,6.5417,9.5115
2011-05-02,0.0,24.8,10.6,2.1,7.8,9.9667,9.9375
2011-05-03,22.5,18.1,8.2,1.8,0.6,9.9417,9.9354
2011-05-04,1.5,20.3,11.5,2.1,10.6,9.9417,9.9345
2011-05-05,0.0,16.2,11.4,3.6,4.0,9.9208,9.9333
2011-05-06,0.0,16.2,10.8,1.9,0.8,9.9125,9.9358
2011-05-07,0.0,17.8,11.7,1.5,0.0,9.925,9.9417
2011-05-08,2.0,27.6,9.7,2.2,9.7,9.9417,9.9472
2011-05-09,0.0,23.9,7.5,2.1,7.7,9.95,9.95
2011-05-10,3.0,25.5,14.7,2.1,0.0,9.95,9.95
2011-05-11,29.0,15.7,12.7,1.1,0.0,,
2011-05-12,19.5,15.9,12.6,1.8,0.0,,
2011-05-13,3.0,23.3,13.4,2.0,3.0,,
2011-05-14,1.0,25.1,10.5,2.3,10.4,,
2011-05-15,0.0,26.3,7.6,2.7,10.6,,
2011-05-16,0.0,24.2,12.6,3.6,4.8,,
2011-05-17,2.0,19.8,12.9,1.8,0.9,,
2011-05-18,0.0,22.5,10.9,1.9,11.9,,
2011-05-19,0.0,28.0,9.2,2.2,11.7,,
2011-05-20,0.0,28.3,12.3,2.5,12.3,,
2011-05-21,0.0,29.3,15.4,2.8,11.7,,
2011-05-22,17.5,26.4,13.0,4.0,2.3,,
2011-05-23,1.5,16.2,11.7,1.9,0.0,,
2011-05-24,19.0,17.8,8.2,1.4,4.3,,
2011-05-25,0.0,23.5,7.7,1.8,12.5,,
2011-05-26,0.0,19.7,13.0,2.2,2.5,,
2011-05-27,0.5,22.3,14.6,1.4,0.8,,
2011-05-28,19.5,20.0,16.0,1.6,0.0,,
2011-05-29,70.5,16.2,14.4,3.5,0.0,,
2011-05-30,9.5,17.8,14.0,3.4,0.0,,
2011-05-31,0.0,15.4,10.6,4.0,4.7,,
2011-06-01,0.0,16.5,9.1,1.7,3.4,,
2011-06-02,9.5,16.8,12.2,1.1,0.0,,
2011-06-03,0.0,25.1,14.4,1.4,4.5,,
2011-06-04,0.0,27.0,14.3,2.0,7.4,,
2011-06-05,30.5,27.2,15.1,1.5,4.6,,
2011-06-06,0.5,26.3,15.8,1.8,11.7,,
2011-06-07,0.0,25.0,15.2,1.9,1.8,,
2011-06-08,4.5,22.0,13.8,1.1,2.8,,
2011-06-09,0.0,24.3,12.5,1.9,10.4,,
2011-06-10,0.0,27.4,18.4,2.4,1.6,,
2011-06-11,33.5,22.4,18.7,1.8,0.7,,
2011-06-12,0.0,27.2,18.1,1.1,1.3,,
2011-06-13,40.0,24.1,16.3,1.5,1.0,,
2011-06-14,17.0,24.0,17.0,1.8,5.0,,
2011-06-15,0.0,21.5,13.7,1.8,1.9,,
2011-06-16,4.5,24.3,13.1,1.8,2.0,,
2011-06-17,18.5,19.0,16.9,2.1,0.0,,
2011-06-18,1.5,20.8,16.7,1.1,0.0,,
2011-06-19,0.0,24.6,17.7,1.2,1.2,,
2011-06-20,0.0,28.7,18.5,2.1,4.1,,
2011-06-21,0.0,30.0,19.6,2.6,4.2,,
2011-06-22,0.0,33.9,19.0,1.6,11.6,,
2011-06-23,0.0,32.0,21.6,3.4,5.1,,
2011-06-24,0.0,31.8,24.0,5.9,6.1,,
2011-06-25,0.0,23.9,17.8,2.6,1.7,,
2011-06-26,0.5,19.1,17.8,1.5,0.0,,
2011-06-27,0.0,21.0,18.4,1.2,0.0,,
2011-06-28,1.0,30.5,19.9,1.5,8.9,,
2011-06-29,0.0,30.5,20.7,1.6,10.4,,
2011-06-30,0.0,33.9,21.8,1.6,5.1,,
2011-07-01,0.0,29.7,22.3,1.8,4.5,,
2011-07-02,0.5,27.1,22.0,2.0,0.8,,
2011-07-03,0.0,29.8,22.4,1.6,5.8,,
2011-07-04,0.0,33.1,24.0,5.8,7.7,,
2011-07-05,0.5,32.8,20.8,2.4,6.0,,
2011-07-06,0.0,30.0,20.1,1.7,10.9,,
2011-07-07,3.0,31.0,21.3,3.2,1.9,,
2011-07-08,3.5,30.2,23.4,1.6,0.4,,
2011-07-09,0.0,35.2,23.3,1.4,8.3,,
2011-07-10,0.0,35.7,23.9,2.4,12.8,,
2011-07-11,0.0,33.3,24.0,2.2,12.6,,
2011-07-12,0.0,33.6,23.3,2.7,9.5,,
2011-07-13,0.0,33.7,23.4,2.8,9.1,,
2011-07-14,0.0,35.1,22.9,2.9,12.1,,
2011-07-15,0.0,36.2,23.4,1.9,13.1,,
2011-07-16,0.0,34.5,24.4,3.0,13.2,,
2011-07-17,0.0,36.2,24.2,3.0,11.9,,
2011-07-18,0.0,36.0,23.3,3.1,8.5,,
2011-07-19,88.5,27.3,23.8,2.6,0.0,,
2011-07-20,1.5,29.5,19.7,3.4,0.1,,
2011-07-21,3.0,21.2,16.8,3.3,2.5,,
2011-07-22,0.0,23.0,16.7,2.4,5.1,,
2011-07-23,0.0,23.2,16.5,2.3,0.3,,
2011-07-24,0.0,27.2,17.4,1.6,9.8,,
2011-07-25,0.0,31.4,20.2,1.8,7.9,,
2011-07-26,0.0,31.4,21.0,2.5,5.8,,
2011-07-27,0.0,30.9,22.0,1.3,3.0,,
2011-07-28,25.0,28.1,21.7,1.4,0.8,,
2011-07-29,3.5,27.2,22.1,1.4,0.1,,
2011-07-30,4.5,27.6,20.6,1.8,3.0,,
2011-07-31,9.0,26.9,20.2,2.5,0.9,,
2011-08-01,0.0,25.1,19.8,2.6,2.7,,
2011-08-02,0.0,27.1,19.2,1.6,8.2,,
2011-08-03,0.0,28.5,20.8,1.9,4.0,,
2011-08-04,0.5,29.4,22.4,1.9,6.9,,
2011-08-05,4.5,32.0,22.9,2.1,7.0,,
2011-08-06,0.0,32.7,24.1,1.6,4.4,,
2011-08-07,0.0,32.1,23.7,1.5,7.0,,
2011-08-08,0.0,32.3,23.8,1.3,7.0,,
2011-08-09,0.0,31.9,23.2,1.5,8.4,,
2011-08-10,0.0,36.8,24.5,2.2,12.4,,
2011-08-11,57.0,36.3,23.1,1.8,8.3,,
2011-08-12,12.0,33.5,23.5,1.5,10.1,,
2011-08-13,0.0,30.9,24.0,1.5,5.3,,
2011-08-14,0.0,32.7,24.3,1.7,8.9,,
2011-08-15,0.0,35.0,24.5,2.3,10.3,,
2011-08-16,0.0,33.5,23.8,1.4,10.5,,
2011-08-17,0.0,34.6,23.8,1.6,9.8,,
2011-08-18,0.0,35.9,25.2,2.3,9.1,,
2011-08-19,31.0,27.3,20.6,2.5,0.0,,
2011-08-20,0.0,24.6,20.4,1.3,0.0,,
2011-08-21,9.0,21.9,18.6,1.8,0.0,,
2011-08-22,17.0,21.3,19.3,2.1,0.0,,
2011-08-23,0.5,27.3,20.7,1.5,3.8,,12.6714
2011-08-24,18.5,31.5,20.8,2.2,5.5,,11.7878
2011-08-25,0.0,30.8,24.7,2.6,0.8,,10.4571
2011-08-26,2.5,29.8,21.3,2.1,1.4,,9.3418
2011-08-27,0.0,26.4,21.0,2.2,4.5,,9.7509
2011-08-28,0.0,27.7,19.1,2.0,11.6,,9.8918
2011-08-29,0.0,27.7,21.8,2.1,8.2,,9.6804
2011-08-30,1.0,27.6,20.4,2.4,11.0,12.6714,9.4683
2011-08-31,14.0,28.7,22.3,1.8,2.9,10.9042,8.862
2011-09-01,6.5,30.9,24.1,2.2,1.3,7.7958,8.5088
2011-09-02,5.0,30.5,24.6,2.9,5.4,5.9958,9.5385
2011-09-03,6.5,30.7,25.0,4.7,3.6,11.3875,10.9646
2011-09-04,0.0,29.8,22.9,2.6,4.6,10.5958,11.3672
2011-09-05,0.0,29.2,22.2,2.0,5.5,8.4125,11.7344
2011-09-06,14.0,28.2,17.7,1.6,3.5,7.9833,12.4943
2011-09-07,0.0,27.6,17.0,1.4,10.9,7.8208,13.0693
2011-09-08,0.0,29.4,17.5,1.7,9.1,8.0792,13.8792
2011-09-09,0.0,30.8,20.9,1.5,3.5,16.0333,14.6406
2011-09-10,0.0,33.4,23.0,1.9,9.6,17.4042,14.4469
2011-09-11,0.0,28.7,22.5,2.4,6.5,14.6083,14.364
2011-09-12,0.0,31.6,22.6,1.9,8.0,13.5333,14.6172
2011-09-13,0.0,32.5,22.0,2.3,9.4,14.4917,14.9266
2011-09-14,0.0,31.3,21.6,1.6,10.6,12.5833,15.1801
2011-09-15,0.0,32.0,21.3,2.0,9.7,14.3,15.2514
2011-09-16,0.0,32.6,22.6,2.7,8.6,14.1708,14.4634
2011-09-17,0.0,32.5,24.5,3.2,5.1,14.4833,13.5525
2011-09-18,0.0,32.9,23.7,3.0,9.6,16.7417,12.4655
2011-09-19,0.0,26.7,18.3,3.0,3.3,16.6333,10.9973
2011-09-20,17.0,20.1,18.0,2.7,0.0,16.0083,9.5608
2011-09-21,104.0,25.7,18.0,5.8,0.0,16.52,8.2364
2011-09-22,2.0,24.9,17.4,3.2,4.4,13.1542,6.7651
2011-09-23,0.0,21.3,13.8,1.1,1.1,7.9958,5.6547
2011-09-24,0.0,22.8,11.1,1.5,11.5,6.8833,5.2276
2011-09-25,0.0,23.1,12.0,1.7,5.0,5.7875,4.9099
2011-09-26,0.0,20.9,12.6,1.4,0.6,4.9958,4.7099
2011-09-27,0.0,22.5,13.7,2.2,4.7,5.1417,4.5896
2011-09-28,0.0,22.8,11.4,2.2,6.2,5.4125,4.4104
2011-09-29,0.0,23.8,12.6,1.6,10.8,4.75,4.4114
2011-09-30,0.0,28.2,14.4,2.1,6.6,4.2708,4.5444
2011-10-01,0.0,22.0,16.9,2.0,0.1,4.5792,4.6652
2011-10-02,0.0,19.2,14.1,1.5,0.4,4.3417,4.7475
2011-10-03,0.0,21.0,9.5,1.1,7.0,4.1875,4.8897
2011-10-04,0.0,20.4,6.9,1.4,11.2,4.0333,4.9626
2011-10-05,76.5,18.1,11.9,2.1,0.0,3.7083,4.9912
2011-10-06,45.0,22.5,16.2,2.0,5.0,5.4208,5.0683
2011-10-07,5.0,24.4,9.3,1.8,9.9,5.8133,4.8782
2011-10-08,0.0,22.1,7.6,0.9,8.2,5.2375,4.7385
2011-10-09,0.0,21.9,11.9,1.4,6.1,5.2375,4.6031
2011-10-10,0.5,24.9,14.5,1.3,5.5,5.4792,4.4479
2011-10-11,0.0,23.1,12.3,1.6,3.1,4.7708,4.3062
2011-10-12,0.0,21.8,12.4,1.4,8.5,4.2625,4.2849
2011-10-13,0.0,22.0,12.8,1.2,2.9,4.325,4.4031
2011-10-14,2.5,23.7,13.4,1.5,4.4,3.9,4.5104
2011-10-15,6.5,24.8,20.6,3.7,0.0,4.6958,4.6588
2011-10-16,10.5,26.2,17.6,3.5,2.6,4.1542,4.7323
2011-10-17,0.0,24.0,16.6,1.6,5.2,3.9958,4.8934
2011-10-18,0.0,18.8,11.5,2.4,2.2,4.3458,5.0445
2011-10-19,0.0,16.4,9.3,2.1,0.0,4.6,5.1679
2011-10-20,0.0,19.9,13.2,2.3,4.4,5.2083,5.1988
2011-10-21,0.0,19.9,13.0,2.0,0.0,5.1833,5.1149
2011-10-22,76.5,24.4,17.7,2.3,2.6,5.0875,5.0467
2011-10-23,1.5,24.3,18.4,2.4,1.2,5.2833,5.0253
2011-10-24,0.0,19.8,17.2,2.3,0.1,5.4435,4.9472
2011-10-25,0.0,24.8,15.3,1.4,4.5,5.2042,4.8079
2011-10-26,0.0,19.6,6.1,1.5,7.7,5.3333,4.6553
2011-10-27,0.0,17.7,3.5,1.4,10.3,4.8467,4.5126
2011-10-28,0.0,18.8,5.6,1.4,9.2,4.5375,4.4521
2011-10-29,0.0,19.1,5.5,2.1,8.8,4.6375,4.3615
2011-10-30,0.0,19.0,8.9,1.6,2.1,4.9167,4.2354
2011-10-31,0.5,22.6,9.7,1.4,5.3,4.6583,4.1021
2011-11-01,0.0,19.4,6.5,1.5,10.0,4.3292,4.0193
2011-11-02,0.0,20.9,6.1,1.2,8.8,3.9833,3.9465
2011-11-03,0.0,20.2,10.7,0.7,0.2,4.1917,3.886
2011-11-04,0.0,20.3,9.8,1.3,6.0,4.3625,3.8449
2011-11-05,0.0,21.0,9.0,0.7,3.7,3.8125,3.7282
2011-11-06,3.5,17.9,15.8,1.4,0.0,3.6292,3.6855
2011-11-07,0.5,20.0,11.8,1.6,5.2,3.85,3.6683
2011-11-08,2.5,16.8,7.9,1.3,2.4,3.9958,3.6126
2011-11-09,0.0,16.6,6.3,1.2,6.8,3.7467,3.5189
2011-11-10,0.0,15.1,6.2,1.3,3.3,3.5,3.5339
2011-11-11,11.5,13.0,7.3,1.5,0.0,3.8625,3.543
2011-11-12,1.0,18.6,8.5,1.4,5.2,3.4292,3.5409
2011-11-13,0.0,20.3,7.3,0.8,6.1,3.4708,3.6899
2011-11-14,0.0,18.5,8.3,1.9,1.5,3.4917,3.8227
2011-11-15,0.0,15.1,4.4,1.5,6.3,3.4042,3.9316
2011-11-16,0.0,14.3,0.4,0.9,9.8,3.2458,4.0831
2011-11-17,0.0,15.9,1.4,1.1,9.6,3.8667,4.3185
2011-11-18,0.5,11.9,5.4,1.1,0.0,3.5733,4.4389
2011-11-19,47.5,20.5,8.5,2.6,0.0,3.8458,4.5229
2011-11-20,3.5,18.6,8.4,1.8,0.4,4.6208,4.5146
2011-11-21,0.0,15.6,2.4,1.5,6.5,4.5333,4.3682
2011-11-22,0.0,13.4,-1.2,1.1,9.7,4.3625,4.186
2011-11-23,1.5,15.9,3.2,1.2,3.7,4.6167,4.2335
2011-11-24,0.0,17.7,2.8,1.5,7.4,5.1292,4.2366
2011-11-25,0.0,15.4,1.0,1.6,9.7,4.8292,4.1408
2011-11-26,0.0,13.0,-2.2,0.7,8.9,4.2458,4.0595
2011-11-27,0.0,14.7,2.7,1.2,5.4,3.7792,4.1122
2011-11-28,0.0,15.1,2.6,0.6,0.0,3.45,4.2189
2011-11-29,0.0,17.8,7.4,0.4,1.1,3.075,4.3236
2011-11-30,0.0,17.0,5.6,2.3,4.3,4.7429,4.4241
2011-12-01,4.5,9.6,5.5,2.2,0.0,4.6417,4.3427
2011-12-02,0.5,9.6,3.4,2.3,0.0,4.3625,4.3075
2011-12-03,34.0,17.7,9.3,2.8,0.0,4.1792,4.2278
2011-12-04,0.0,16.0,3.1,1.8,9.3,4.6667,4.171
2011-12-05,0.0,14.7,0.3,1.2,9.4,4.6333,4.0216
2011-12-06,13.5,10.8,-0.5,1.6,1.5,4.2875,3.895
2011-12-07,0.5,11.8,3.0,1.1,6.3,3.8792,3.7804
